textid	text	condition	target
59	used to have friends now i got enemy hundred bands on forty that don't matter to me used to have friends now i got enemy enemy i got so many   i don't know what to do about 'bout 'bout i guess that i am talking too much blablabla ooh i don't know what to do about 'bout 'bout i guess that i am talking too much blablabla fuck where did it go where did that go and a hundred let it go ayy turn it up got forty enemies uhoh four hundred on my wrist oh i think that this i know it's hard two door nisa ride you know they me me ride you know they me me   used to have friends now i got enemy hundred bands on forty that don't matter to me you know on a forty all the matter free this some on a forty it don't matter to me  post  would i would i let me know ha would i would i let me know ha used to have friends now i got enemy enemy i got so many   i know wanted on the ball i'm the one that matter ooh throw all on the ball and we know that i don't i don't crashed the wraith then i went and gone and copped a phantom phantom ooh ooh that's a spooky goddamn ghost ooh ooh sign 'em up sign 'em up for for it and i won't let me wrong oh oh sign 'em up then i roll oh oh said in the morning that i'm gonna gonna get back it's a morning on a hundred wanna get back i'm like bitch give me a break like a kitkat i got a hundred on these bitches inside my big bag on and on   used to have friends now i got enemy hundred bands on forty that don't matter to me you know on a forty all the matter free this some on a forty it don't matter to me  post  would i would i let me know ha would i would i let me know ha used to have friends now i got enemy enemy i got so many   ohohohoh don't let me go ohohohoh never let me go ohohohoh let me let me go ohohohohohohohoh   used to have friends now i got enemy hundred bands on forty that don't matter to me you know on a forty all the matter free this some on a forty it don't matter to me  post  would i would i let me know ha would i would i let me know ha used to have friends now i got enemy enemy i got so many	1	1
60	a body map of post malone's tattoo's starting from the top to bottom going from left to right face barbed wire  two cards  stay away  abstract design  7  claymore  hammer  smiley face accidental marshmello  playboy bunny  heart outline  always tired  bloody buzzsaw  texas  guantlet holding ball and chain neck stoney  white eagle  black eagle  bison skull chest swords  zombie easter jesus  dallas cowboys helmet  skull and bones  master shake  molon labe left arm miraak mask  johnny cash portrait  lil peep portrait  snake wrapped around an m6  kurt cobain  barbed wire  bankroll fresh  saint jude and the inner demon  so far so goodso what  skull w texas flag  gold grill  motohead logo  playboy bunny logo  jfk  small eagle  gadsen snake  dimebag darrel  john lennon  george harrison  rest  cartier love bangle right arm praying hands holding a glock  man getting his face ripped off  gallenson's logo  patient  demon samauri skull  sauron  minute man  barbed wire  knight stabbing a man  post malone on a horse  bear  lit match  skull and bones  nevermind  stevie ray vaughn  elvis presley  kurt cobain  easy left leg robotic skull  gun  beauty and the beast  kagome  fallout vault boy  the thing that should not be  skyrim logo right leg skull with cherokee headress  skull coming out of smoke smoke sum	1	1
61	she eyes me like a pisces when i am weak i've been locked inside your heartshaped box for weeks i've been drawn into your magnet tar pit trap i wish i could eat your cancer when you turn black   hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice your advice   meateating orchids forgive no one just yet cut myself on angel hair and baby's breath broken hymen of 'your highness' i'm left black throw down your umbilical noose so i can climb right back   hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice your advice      she eyes me like a pisces when i am weak i've been locked inside your heartshaped box for weeks i've been drawn into your magnet tar pit trap i wish i could eat your cancer when you turn black   hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice hey wait i got a new complaint forever in debt to your priceless advice your advice your advice your advice	1	1
62	athis thing this thing i called love i called love i just can't handle it this thing called love i must get 'round to it i ain't ready crazy little thing called love athis thing i called love it cries in a cradle all night it swings it jives it shakes all over like a jelly fish woo i kinda like it crazy little thing called love   there goes my baby she knows how to rock 'n' roll rock 'n' roll she drives me crazy crazy she gives me hot and cold fever then she leaves me in a cool cool sweat   i gotta be cool be cool relax relax get hip get hip and get on my tracks take a back seat hitchhike and take a long ride on my motorbike until i'm ready crazy little thing called love   there goes my baby baby she knows how to rock 'n' roll she drives me crazy crazy she gives me hot and cold fever then she leaves me in a cool cool sweat   i gotta be cool be cool relax relax get hip get hip and get on my tracks take a back seat back seat hitchhike hitchhike and take a long ride on my motorbike until i'm ready crazy little thing called love crazy little thing called love	1	1
63	verse i don't care i don't care i don't care i don't care i don't care care if it's old i don't mind i don't mind i don't mind i don't mind mind don't have a mind get away get away get away get away away away from your home i'm afraid i'm afraid i'm afraid i'm afraid afraid ghost   even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three she said she said she said she said she said she said she said she said  verse i don't care i don't care i don't care i don't care i don't care care if it's old i don't mind i don't mind i don't mind i don't mind mind don't have a mind get away get away get away get away away away from your home i'm afraid i'm afraid i'm afraid i'm afraid afraid ghost   even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three she said she said she said she said she said she said she said she said   even if you have even if you need i don't mean to stare we don't have to breed we could plant a house we could build a tree i don't even care we could have all three she said she said she said she said she said she said she said she said she said   said good	1	1
64	ooh  pull up in that rolls royce spillin' champaagne you know i  you know i  and you know my name keep stealin' wheelin' dealin' sawed off a gun why you  for us you know i  and then we  you know  that's why i wanna    uh burps yeah yeah   and we stylin' profilin' we wildin' yeah and we noticed you not all reveling ayy and we stylin' profilin' lil' mama i'm gon' wildin' ayy ayy and we stylin' profilin' we yeah and we styilin' profilin' keep stealin' and healin'  know i went for know i went for let me know  please don't let me go  you know i  a fuck got your bitch screamin' ric flair got your bitch screamin' woo ric flair 'cause your bitch screamin' woo ric flair  bands run 'em up run 'em up run 'em up bands let's have a look iced out ooh baby run that way fourfour baby baby do it go 'head listen up  and that baby do it run up on 'em it's a  listen baby do it when i pull out my garage ooh get into it you already know it's  to it hit you in the back  do it hit you with a check  do it    now i  yeah   now i chop the top off that bentley yeah now they chop the top off that benz yeah  no bitch rollie on  fist and i'm not a pacifist they know i'm the prophecy my homies ain't pacifist they pull up and spray shit this ain't no baby shit this ain't no baby shit now i chop the top off that bentley yeah  top they ain't failin' iced out patek don't need no mille woo i just might just pull up in bentley got a couple boys in my belly sippin' out the four in the telly  bitch in the tech oh nice    ayy ayy  hold up ain't takin' no baby with me droppin' the top ain't no baby with me rollin' around ain't no bitch on the fade all the bullshit you talkin' ayy all that bullshit you been talkin' all day i pull   4 i just might  in that pussy i'ma pull up to that  yeah rollie's  my rollie  bitch ain't no man when i pull out the garage  chop the tops  bitch chop the top  yeah ain't that  her pussy got me in a   fourty in my   fourty in my droptop when i cut that pussy then i  then i took the five and check the  then i took the limousine to the  then i  make it drop woo  break that's fire   5 say you  when you ridin' with me say you  it's the ride of my life said i'll take you in the 'rari and i  if you wanna get the audi then we  baby then we ride out tonight ooh then we ride out tonight then i pull up in the  they might cop it tonight then i pull out the garage i chop the top off the ride when you see me in the streets you know i'm stylin' profilin' when you see me  you know i'm stylin' profilin' one minute i'm up i'ma ride on the addies i'ma take ya lil' girl take a ride to the islands i might still kiss two 'cause we winnin' no money so no money up fallin' if it not fall	1	1
65	one baby to another says i'm lucky to have met you i don't care what you think unless it is about me it is now my duty to completely drain you i travel through a tube and end up in your infection   chew your meat for you pass it back and forth in a passionate kiss from my mouth to yours i like you   with eyes so dilated i've become your pupil you taught me everything without a poison apple the water is so yellow i'm a healthy student indebted and so grateful vacuum out the fluids   chew your meat for you pass it back and forth in a passionate kiss from my mouth to yours i like you   you you you you you you   one baby to another says i'm lucky to have met you i don't care what you think unless it is about me it is now my duty to completely drain you i travel through a tube and end up in your infection   chew your meat for you pass it back and forth in a passionate kiss from my mouth to yours sloppy lips to lips you're my vitamins i like you	1	1
66	verse some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses  hook ugh killing in the name of killing in the name of  pre now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya   those who died are justified for wearing the badge they're the chosen whites you justify those that died by wearing the badge they're the chosen whites you justify those that died for wearing the badge they're the chosen whites you justify those that died by wearing the badge they're the chosen whites  verse some of those that work forces are the same that burn crosses some of those that work are the same that burn some of those that work forces are the same that burn crosses some of those that work forces are the same that burn crosses  hook ugh killing in the name of killing in the name of  pre and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya now you're under control and now you do what they told ya   those who died are justified for wearing the badge they're the chosen whites you justify those that died by wearing the badge they're the chosen whites you justify those that died for wearing the badge they're the chosen whites you justify those that died by wearing the badge they're the chosen whites come on      fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you i won't do what you tell me fuck you motherfucker	1	1
67	let's tell it to the rooftops that we have got something new let's tell it to the rooftops that you have me and i have you let's tell it to the rooftops lets tell it to the rooftops let's tell it to the rooftops   looking at picture frames with thought of dancers and home then you looked at me and said i want to be like that when we're old when we're old when we're old looking at picture frames with thought of dancers and home then you looked at me and said i want to be like that when we're old when we're old when we're old   let's tell it to the rooftops that we have got something new let's tell it to the rooftops that you have me and i have you let's tell it to the rooftops lets tell it to the rooftops let's tell it to the rooftops   we don't have time to do all the things that we need then you looked at me and said i'll be gone in a week in a week in a week in a week we don't have time to do all the things that we need then you looked at me and said i'll be gone in a week in a week in a week in a week   let's tell it to the rooftops that we have got something new let's tell it to the rooftops that you have me and i have you let's tell it to the rooftops lets tell it to the rooftops let's tell it to the rooftops let's tell it to the rooftops that we have got something new let's tell it to the rooftops that you have me and i have you let's tell it to the rooftops lets tell it to the rooftops let's tell it to the rooftops	1	1
68	come as you are as you were as i want you to be as a friend as a friend as an old enemy take your time hurry up choice is yours don't be late take a rest as a friend as an old memoria  pre memoria memoria memoria   come doused in mud soaked in bleach as i want you to be as a trend as a friend as an old memoria  pre memoria memoria memoria   and i swear that i don't have a gun no i don't have a gun no i don't have a gun     pre memoria memoria memoria no i don't have a gun   and i swear that i don't have a gun no i don't have a gun no i don't have a gun no i don't have a gun no i don't have a gun   memoria memoria	1	1
69	so close no matter how far couldn't be much more from the heart forever trusting who we are and nothing else matters never opened myself this way life is ours we live it our way all these words i don't just say and nothing else matters trust i seek and i find in you everyday for us something new open mind for a different view and nothing else matters   never cared for what they do never cared for what they know but i know   never opened myself this way life is ours we live it our way all these words i don't just say and nothing else matters   never cared for what they say never cared for games they play never cared for what they do never cared for what they know and i know yeahyeah	1	1
70	i am buried up to my neck in contradictionary flies i take pride as the king of illiterature i'm very ape and very nice if you ever need anything please don't hesitate to ask someone else first i'm too busy acting like i'm not naïve i've seen it all i was here first   out of the ground into the sky out of the sky into the dirt   if you ever need anything please don't hesitate to ask someone else first i'm too busy acting like i'm not naïve i've seen it all i was here first   out of the ground into the sky out of the sky into the dirt out of the ground into the sky out of the sky into the dirt	1	1
71	it's so relieving to know that you're leaving as soon as you get paid it's so relaxing to hear that you're asking whenever you get your way it's so soothing to know that you'll sue me starting to sound the same   i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad   in her false witness hope you're still with us to see if they float or drown our favorite patient a display of patience diseasecovered puget sound she'll come back as fire to burn all the liars leave a blanket of ash on the ground   i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad      it's so relieving to know that you're leaving as soon as you get paid it's so relaxing to know that you're asking whenever you get your way it's so soothing to know that you'll sue me starting to sound the same   i miss the comfort in being sad i miss the comfort in being sad i miss the comfort in being sad	1	1
72	truth covered insecurity i can't let you smother me i'd like to but it couldn't work trading off and taking turns i don't regret a thing   and i've got this friend you see who makes me feel and i wanted more than i could steal i'll arrest myself i'll wear a shield i'll go out of my way to prove i still smell her on you   don't tell me what i wanna hear afraid of never knowing fear experience anything you need i'll keep fighting jealousy until it's fucking gone   i've got this friend you see who makes me feel and i wanted more than i could steal i'll arrest myself i'll wear a shield i'll go out of my way to prove i still smell her on you   truth covered insecurity i can't let you smother me i'd like to but it couldn't work trading off and taking turns don't regret a thing   and i've got this friend you see who makes me feel and i wanted more than i could steal i'll arrest myself i'll wear a shield i'll go out of my way to make you a deal we'll make a pact to learn from who ever we want without new rules and we'll share what's lost and what we grew they'll go out of their way to prove they still smell her on you they still smell her on you smell her on you	1	1
73	i'm so happy 'cause today i found my friends they're in my head i'm so ugly that's okay 'cause so are you we broke our mirrors sunday mornin' is everyday for all i care and i'm not scared light my candles in a daze 'cause i've found god   yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah   i'm so lonely that's okay i shaved my head and i'm not sad and just maybe i'm to blame for all i've heard but i'm not sure i'm so excited i can't wait to meet you there and i don't care i'm so horny that's okay my will is good   yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah   i like it i'm not gonna crack i miss you i'm not gonna crack i love you i'm not gonna crack i killed you i'm not gonna crack i like it i'm not gonna crack i miss you i'm not gonna crack i love you i'm not gonna crack i killed you i'm not gonna crack   i'm so happy 'cause today i found my friends they're in my head i'm so ugly that's okay 'cause so are you broke our mirrors sunday mornin' is everyday for all i care and i'm not scared light my candles in a daze 'cause i've found god   yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah   i like it i'm not gonna crack i miss you i'm not gonna crack i love you i'm not gonna crack i killed you i'm not gonna crack i like it i'm not gonna crack i miss you i'm not gonna crack i love you i'm not gonna crack i killed you i'm not gonna crack	1	1
74	verse underneath the  tarp has sprung a leak and the animals i've trapped have all become my pets and i'm living off of grass and the drippings from the ceiling it's okay to eat fish 'cause they don't have any feelings   something in the way mmm something in the way yeah mmm something in the way mmm something in the way yeah mmm something in the way mmm something in the way yeah mmm  verse underneath the  tarp has sprung a leak and the animals i've trapped have all become my pets and i'm living off of grass and the drippings from the ceiling it's okay to eat fish 'cause they don't have any feelings   something in the way mmm something in the way yeah mmm something in the way mmm something in the way yeah mmm something in the way mmm something in the way yeah mmm something in the way mmm something in the way yeah mmm	1	1
75	sell the kids for food weather changes moods spring is here again reproductive glands   he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means and i say he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means and i say yeah   we can have some more nature is a whore bruises on the fruit tender age in bloom   he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means and i say he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means and i say yeah      he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means and i say he's the one who likes all our pretty songs and he likes to sing along and he likes to shoot his gun but he knows not what it means knows not what it means knows not what it means knows not what it means and i say yeah	1	1
76	when i was an alien cultures weren't opinions   gotta find a way find a way when i'm there gotta find a way a better way i'd better wait   never met a wise man if so it's a woman   gotta find a way find a way when i'm there gotta find a way a better way i'd better wait gotta find a way find a way when i'm there gotta find a way a better way i'd better wait   just because you're paranoid don't mean they're not after you   gotta find a way find a way when i'm there gotta find a way a better way i'd better wait gotta find a way find a way when i'm there gotta find a way a better way i'd better wait   gotta find a way find a way when i'm there gotta find a way a better way i'd better wait gotta find a way find a way when i'm there gotta find a way aah aah yeah	1	1
77	verse won't you believe it it's just my luck won't you believe it it's just my luck won't you believe it it's just my luck won't you believe it it's just my luck   no recess no recess no recess  verse won't you believe it it's just my luck won't you believe it it's just my luck won't you believe it it's just my luck won't you believe it it's just my luck   no recess no recess no recess      you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again you're in high school again   no recess no recess no recess no recess no recess no recess no recess	1	1
78	verse spent 4 hours i need more hours with you you spent the weekend getting even ooh ooh we spent the late nights making things right between us but now it's all good baby roll that backwood baby and play me close   'cause girls like you run around with guys like me 'til sundown when i come through i need a girl like you yeah yeah girls like you love fun yeah me too what i want when i come through i need a girl like you yeah yeah  drop i need a girl like you yeah yeah yeah yeah yeah i need a girl like you   i spent last night on the last flight to you took a whole day up trying to get way up ooh ooh we spent the daylight trying to make things right between us and now it's all good baby roll that backwood baby and play me close   'cause girls like you run around with guys like me 'til sundown when i come through i need a girl like you yeah yeah girls like you love fun yeah me too what i want when i come through i need a girl like you yeah yeah yeah yeah yeah yeah yeah yeah i need a girl like you yeah yeah yeah yeah yeah yeah yeah yeah i need a girl like you   drop oh i need a girl like you yeah i need a girl need a girl oh you know that i need you	1	2
79	there's a time that i remember when i did not know no pain when i believed in forever and everything would stay the same now my heart feel like december when somebody say your name 'cause i can't reach out to call you but i know i will one day   here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you memories bring back memories bring back memories bring back you memories bring back memories bring back you memories bring back memories bring back you   there's a time that i remember when i never felt so lost when i felt all of the hatred was too powerful to stop now my heart feel like an ember and it's lighting up the dark i'll carry these torches for ya that you know i'll never drop   here's to the ones that we got cheers to the wish you were here but you're not 'cause the drinks bring back all the memories of everything we've been through toast to the ones here today toast to the ones that we lost on the way 'cause the drinks bring back all the memories and the memories bring back memories bring back you memories bring back you memories bring back memories bring back you memories bring back you memories bring back memories bring back you memories bring back you memories bring back memories bring back memories bring back you memories bring back memories bring back you memories bring back memories bring back you memories bring back memories bring back you memories bring back memories bring back you memories bring back memories bring back you  post doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you doodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoodoo doodoodoo memories bring back memories bring back you	1	2
80	if i fell in love with you would you promise to be true and help me understand 'cause i've been in love before and i've found that love was more than just holding hands  if i give my heart to you i must be sure from the very start that you would love me more than her  if i trust in you oh please don't run and hide if i love you too oh please don't hurt my pride like her 'cause i couldn't stand the pain and i would be sad if our new love was in vain  so i hope you see that i would love to love you  if i fell in love with you	1	2
81	when you refuse me you confuse me what makes you think i'll let you in again think again my friend go on misuse me and abuse me i'll come out stronger in the end   and does it make you sad to find yourself alone and does it make you mad to find that i have grown   you do not know how much this hurts me to say these things that i don't want to say but have to say them anyway i would do anything to end your suffering but you would rather walk away   and does it make you sad to find yourself alone and does it make you mad to find that i have grown i'll bet it hurts so bad to see the strength that i have shown   when you answer the door pick up the phone you won't find me 'cause i'm not coming home   and does it make you sad to find yourself alone and does it make you mad to find that i have grown i'll bet it hurts so bad to see the strength that i have shown and does it make you sad to find yourself alone and does it make you mad to find that i have grown i'll bet it hurts so bad to see the strength that i have shown   when you answer the door pick up the phone you won't find me 'cause i'm not coming home when you answer the door pick up the phone you won't find me 'cause i'm not coming home when you answer the door pick up the phone you won't find me 'cause i'm not coming home	1	2
82	i'm full of regret for all things that i have done and said and i don't know if it'll ever be ok to show my face around here sometimes i wonder if i disappear  pre would you ever turn your head and look see if i'm gone 'cause i fear   there is nothing left to say to you that you wanna hear that you wanna know i think i should go i don't know how i got so tangled up   you're just innocent a helpless victim of a spider's web and i'm an insect goin' after anything that i can get  pre so you better turn your head and run and don't look back 'cause i fear   there is nothing left to say to you that you wanna hear that you wanna know i think i should go the things i've done are way too shameful oh and i've done you so wrong treated you bad strung you along oh shame on myself i don't know how i got so tangled up   break   there is nothing left to say to you that you wanna hear that you wanna know i think i should go the things i've done are way too shameful oh and i've done you so wrong treated you bad strung you along oh shame on myself i don't know how i got so tangled up	1	2
83	can you see me floating above your head as you lay in bed thinking about everything that you did not do 'cause saying i love you has nothing to do with meaning it   and i don't trust you 'cause every time you're here your intentions are unclear i spend every hour waiting for a phone call that i know will never come i used to think you were the one now i'm sick of thinking anything at all   you ain't ever coming back to me and that's not how things were supposed to be you take my hand just to give it back no other lover has ever done that   do you remember the way we used to melt do you remember how it felt when i touched you oh 'cause i remember very well   and how long has it been since someone you let in has given what i gave to you and at night when you sleep do you dream i would be there just for a minute or two do you   you ain't ever coming back to me that's not how things were supposed to be you take my hand just to give it back no other lover has ever done that   heartache heartache i just have so much a simple love with a complex touch and there is nothing you can say or do i called to let you know i'm through with you you ain't ever coming back to me and that's not how things were supposed to be you take my hand just to give it back no other lover has ever done that heartache heartache i just have so much a simple love with a complex touch and there is nothing you can say or do i called to let you know i'm through i called to let you know i'm through i called to let you know i'm through with you   i ain't ever coming back to you	1	2
84	after school walking home fresh dirt under my fingernails and i can smell hot asphalt cars screech to a halt to let me pass and i cannot remember what life was like through photographs trying to recreate images life gives us from our past and sometimes it's a sad song   but i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles from the sun   now moving on down my street i see people i won't ever meet think of her take a breath feel the beat in the rhythm of my steps and sometimes it's a sad song   but i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles from the sun   the rhythm of her conversation the perfection of her creation the sex she slipped into my coffee the way she felt when she first saw me hate to love and love to hate her like a broken record player back and forth and here and gone and on and on and on and on   i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles she said the battle's almost won and we're only several miles from the sun yeah oh oh yeah i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles she said the battle's almost won and we're only several miles from the sun yeah oh oh yeah	1	2
85	i never knew perfection till i heard you speak and now it kills me just to hear you say the simple things now waking up is hard to do and sleeping is impossible too everything is reminding me of you what can i do   its not right not ok say the words that you say maybe were better off this way im not fine im in pain its harder everyday maybe were better off this way its better that we break   a fool to let you slip away i chase you just to hear you say youre scared and that you think that im insane the city looks so nice from here pity i cant see it clearly while youre standing there it disappears it disappears   its not right not ok say the words that you say maybe were better off this way im not fine im in pain its harder everyday maybe were better off this way its better that we break   saw you sitting all alone youre fragile and youre cold but thats all right life these days is getting rough theyve knocked you down and beat you up but its just a rollercoaster anyway yeah   its not right not ok say the words that you say maybe were better off this way im not fine im in pain its harder everyday maybe were better off this way im not fine not ok say the words that you say maybe were better off this way im not fine im in pain its harder everyday maybe were better off this way its better that we break baby	1	2
86	adam levine spent 4 hours i need more hours with you you spent the weekend getting even ooh we spent the late nights making things right between us  refrain adam levine but now it's all good babe roll that backwood babe and play me close   adam levine 'cause girls like you run 'round with guys like me till sundown when i come through i need a girl like you yeah yeah girls like you love fun and yeah me too what i want when i come through i need a girl like you yeah yeah  post adam levine yeah yeah yeah yeah yeah yeah i need a girl like you yeah yeah yeah yeah yeah yeah yeah yeah i need a girl like you   adam levine i spent last night on the last flight to you took a whole day up tryna get way up ooh we spent the daylight tryna make things right between us  refrain adam levine but now it's all good babe roll that backwood babe and play me close   adam levine 'cause girls like you run 'round with guys like me till sundown when i come through i need a girl like you yeah yeah girls like you love fun and yeah me too what i want when i come through i need a girl like you yeah yeah  post adam levine yeah yeah yeah yeah yeah yeah i need a girl like you yeah yeah yeah yeah yeah yeah yeah yeah i need a girl like you yeah yeah i need a girl like you yeah yeah i need a girl like you   adam levine maybe it's six fortyfive maybe i'm barely alive maybe you've taken my shit for the last time yeah maybe i know that i'm drunk maybe i know you're the one maybe i'm thinking it's better if you drive  tag adam levine 'cause girls like you run 'round with guys like me till sundown when i come through i need a girl like you yeah yeah   cardi b not too long ago i was dancing for dollars eeoow know it's really real if i let you meet my mama eeoow you don't want a girl like me i'm too crazy but every other girl you meet is fugazi okurrrt i'm sure them other girls were nice enough but you need someone to spice it up so who you gonna call bardi cardi come and rev it up like a harley harley why is the best fruit always forbidden i'm coming to you now doin' 0 over the limit the red light red light stop stop skrrt i don't play when it comes to my heart let's get it though i don't really want a white horse and a carriage i'm thinkin' more of white porsches and karats i need you right here 'cause every time you call i play with this kitty like you play wit' your  ah   adam levine 'cause girls like you run 'round with guys like me till sun down when i come through i need a girl like you yeah yeah girls like you love fun and yeah me too what i want when i come through i need a girl like you yeah yeah  post adam levine yeah yeah yeah yeah yeah yeah i need a girl like you yeah yeah yeah yeah yeah yeah yeah yeah i need a girl like you	1	2
87	after school walking home fresh dirt under my fingernails and i can smell hot asphalt cars screech to a halt to let me pass and i cannot remember what life was like through photographs trying to recreate images life gives us from our past and sometimes it's a sad song   but i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles from the sun   now moving on down my street i see people i won't ever meet think of her take a breath feel the beat in the rhythm of my steps and sometimes it's a sad song   but i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles from the sun   the rhythm of her conversation the perfection of her creation the sex she slipped into my coffee the way she felt when she first saw me hate to love and love to hate her like a broken record player back and forth and here and gone and on and on and on and on   i cannot forget refuse to regret so glad i met you and take my breath away make everyday worth all of the pain that i have gone through and mama i've been crying cause things ain't how they used to be she said the battle's almost won and we're only several miles she said the battle's almost won and we're only several miles from the sun yeah oh oh yeah several miles from the sun	1	2
88	people never change they seem to stay the same they wear different clothes but play the same games  many different ways to say the same thing searchin for the right words the ones that would make you stay  exchanging the way things were for they way that they should be yeah and choosing theses words is saying to her the things that she never heard but always deserved  i figured what it is all about it's you that i could never live without your everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry  oh i'm not even really sure who made this mess and who threw what punch but i could not care less all i know is that i'm here and you are not ohhh once i put this wasted pride aside nothin's all i got ohhh  exchanging the way things were for they way that they should be yeah and choosing theses words is saying to her  the things that she never heard but always deserved  i figured what it is all about it's you that i could never live without your everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry  ohh somebody make it stop yeahh and pick me up and just dust me off ohh the rainy day flood will drowned all this love trapped at the bottom now please dig me up  i figured what it is all about it's you that i could never live without your everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry  i figured what it is all about it's you that i could never live without your everything the air that i breathe stupid not to know it all along and everything i ever did was wrong sadly it's too late for sorry	1	2
89	wake up bloodshot eye struggle to memorize the way it felt between your thighs pleasure that made you cry it feels so good to be bad not worth the aftermath after that after that try to get you back  pre i still don't have a reason reason and you don't have the time time and it really makes me wonder if i ever gave a fuck about you and i   so this is goodbye is this the end of you and i so this is goodbye is this the end of you and i so this is goodbye   can't stop my spinning head decisions that made my bed now i must lay in it and deal with things i've left unsaid i want to dive into you forget what you're going through i get behind make your move forget about the truth  pre 'cause i still don't have a reason and you don't have the time and it really makes me wonder if i ever gave a fuck about you and i   so this is goodbye is this the end of you and i so this is goodbye lying to my lovers eyes so this is goodbye   i've been here before one day i'll wake up and it won't hurt anymore hoohohoh you caught me in a lie hooh i have no alibi hooh the words you say don't have a meaning  hoohohoh  pre  'cause i still don't have a reason and you don't have the time and it really makes me wonder if i ever gave a fuck about you and i and so this is goodbye   is this the end of you and i so this is goodbye lying to my lovers eyes so this is goodbye  breakdown ohohoh hoohoh hoohohohoh ohohoh hoohoh hoohohohoh ohohoh hoohoh hoohohohoh ohohoh hoohoh hoohohohoh ohohoh hoohoh hoohohohoh ohohoh hoohoh hoohohohoh   ohohoh say goodbye	1	2
